,Part Number,Supplier Name,Description,Quantity,Price,Total Cost,Margin %,Months No Sale
9015,11327666046,bmw,cam follower,1,50.99,34.34,32.65346146303196,3
9017,11327666047,bmw,cam follower,3,50.99,103.02,32.65346146303196,7
9020,11327666049,bmw,cam follower,1,50.99,34.34,32.65346146303196,4
9097,11337720724,bmw,valve lifter,4,50.99,137.36,32.65346146303196,7
9099,11337720725,bmw,valve lifter,4,50.99,137.36,32.65346146303196,7
9101,11337720726,bmw,valve lifter,4,50.99,137.36,32.65346146303196,7
9104,11337720728,bmw,valve lifter,4,50.99,137.36,32.65346146303196,7
9106,11337720729,bmw,valve lifter,4,50.99,137.36,32.65346146303196,7
9108,11337720730,bmw,valve lifter,4,50.99,137.36,32.65346146303196,7
9110,11337720731,bmw,valve lifter,4,50.99,137.36,32.65346146303196,7
9112,11337720732,bmw,valve lifter,3,50.99,103.02,32.65346146303196,7
9114,11337720733,bmw,valve lifter,4,50.99,137.36,32.65346146303196,7
9116,11337720734,bmw,valve lifter,3,50.99,103.02,32.65346146303196,7
9118,11337720735,bmw,valve lifter,4,50.99,137.36,32.65346146303196,7
9120,11337720736,bmw,valve lifter,4,50.99,137.36,32.65346146303196,7
9122,11337720737,bmw,valve lifter,4,50.99,137.36,32.65346146303196,7
9124,11337720738,bmw,valve lifter,4,50.99,137.36,32.65346146303196,7
9156,11341340701,bmw,exhaust valve,4,185.99,532.8000000000001,28.383246411097367,7
9164,11341342016,bmw,intake valve,4,245.99,705.6,28.28976787674296,7
9179,11347652913,bmw,valve spring,4,20.99,59.75999999999999,28.82324916626965,7
9225,11347706502,bmw,exhaust valve,1,130.99,93.6,28.54416367661653,7
9229,11347712337,bmw,intake valve,2,155.99,223.2,28.456952368741582,7
9231,11347712338,bmw,exhaust valve,2,220.99,316.8,28.322548531607765,7
9559,11412343109,bmw,gear wheel,1,33.99,24.300000000000004,28.508384819064425,7
9562,11412343114,bmw,oil strainer,1,25.99,18.18,30.05001923816853,7
9601,11418405736,bmw,o-ring set,8,21.99,111.36,36.69849931787176,0
9667,11428523455,bmw,"set, oil filter screen",5,43.99,154.8,29.620368265514884,1
9669,11428523456,bmw,o-ring set,1,93.99,59.84,36.33365251622513,7
9697,11437708131,bmw,dipstick,1,50.99,36.36,28.69190037262208,7
9712,11447687365,bmw,preformed seal,3,47.99,91.68,36.32006668055845,7
9923,11512343451,bmw,"set, water pump shaft",1,122.99,88.21,28.27872184730466,6
9928,11517652905,bmw,pinion,1,22.99,16.06,30.14354066985646,7
9931,11517652950,bmw,gasket,5,27.99,87.19999999999999,37.69203286888175,7
9936,11517684351,bmw,gasket,1,34.99,21.76,37.81080308659617,7
9947,11517700382,bmw,gasket,1,27.99,17.439999999999998,37.69203286888175,7
9949,11517700414,bmw,"set, water pump shaft",1,111.99,80.57,28.056076435396022,7
9953,11517705437,bmw,gasket,2,28.99,35.84,38.1855812349086,7
9961,11517724452,bmw,water pump,3,530.99,1144.8000000000002,28.13423981619239,7
9971,11518524996,bmw,profile-gasket,2,33.99,42.24000000000001,37.864077669902905,7
9973,11518529879,bmw,water pump,1,610.99,439.2000000000001,28.116663120509333,7
9980,11518545699,bmw,water pump,1,610.99,439.2000000000001,28.116663120509333,7
9982,11518545703,bmw,"set, sealing ring for coolan",8,57.99,291.84000000000003,37.09260217278841,7
9990,11519457279,bmw,washer-gasket,1,27.99,17.599999999999998,37.12040014290818,1
10006,11532343480,bmw,thermostat,1,92.99,62.56,32.72394881170018,7
10082,11710882A,ducati,"rod, gear shift link",2,28.99,44.28,23.62883753018282,45
10088,11717672790,bmw,secondary air line,2,130.99,187.2,28.54416367661653,7
10092,11718520274,bmw,power strip,2,115.99,165.6,28.614535735839297,7
10126,11787674452,bmw,oxygen sensor,1,460.99,331.20000000000005,28.15462374454977,7
10224,11848485696,bmw,engine guard,1,230.99,165.60000000000002,28.308584787220227,7
10229,11848544599,bmw,mounting kit engine guard,5,34.99,116.35000000000002,33.49528436696199,5
10271,1190022-T0301,triumph,"detent arm, gear",1,27.99,17.909999999999997,36.01286173633441,0
10305,12-08196,zero moto internationalrcycles,xmx sds obd bypass kit,3,166.99,324.0,35.32546859093359,3
10328,12-11499,moto international,k&n air filter hd-1499,1,110.99,85.78999999999999,22.70474817551131,0
10387,12-40021,moto international,k&n air filter cbr600f4,1,103.99,73.44,29.37782479084528,0
10397,12-505-29,parts canada/power twins,cr125/250/f450r 00-03 front #,1,47.99,31.17,35.04896853511148,37
10497,12-PL1115,moto international,air filter indian scout (15-22),1,135.99,82.20000000000002,39.55437899845576,0
10656,12111243969,bmw,contact breaker,2,32.99,46.84,29.008790542588663,7
10659,12111351564,bmw,condenser,1,31.99,22.58,29.4154423257268,7
10666,12111359890,bmw,condenser,1,33.99,23.71,30.24418946749044,7
10742,12121459875,bmw,ignition wire,1,109.99,75.74,31.13919447222475,7
10744,12121459876,bmw,ignition wire,1,109.99,75.74,31.13919447222475,7
10842,12137653137,bmw,"cover for cylinder, lower le",1,44.99,31.9,29.095354523227385,7
10844,12137653138,bmw,"cover for cylinder, lower ri",1,44.99,31.9,29.095354523227385,7
10862,12137710874,bmw,ignition coil,2,270.99,345.6,36.23380936565925,7
10866,12137715847,bmw,spark-plug shaft ignition co,2,270.99,345.6,36.23380936565925,2
10869,12137715848,bmw,"ignition coil, secondary plug,",1,270.99,172.8,36.23380936565925,1
10874,12137715853,bmw,spark-plug shaft ignition co,2,270.99,345.6,36.23380936565925,1
10882,12137715857,bmw,"angled ignition coil, left",1,280.99,179.2,36.22548845154632,7
10885,12137722679,bmw,spark-plug shaft ignition co,4,255.99,652.8,36.24750966834642,1
10891,12138520173,bmw,"angled ignition coil, left",1,280.99,179.2,36.22548845154632,7
10894,12138523968,bmw,"ignition coil grommet, black",3,270.99,518.4000000000001,36.23380936565925,2
10897,12138526677,bmw,spark-plug shaft ignition co,1,270.99,172.8,36.23380936565925,7
10899,12138560173,bmw,spark-plug shaft ignition co,2,270.99,345.6,36.23380936565925,7
10904,12139898548,bmw,spark-plug shaft ignition co,1,250.99,160.0,36.25244033626837,7
11058,122357,kimpex,180/65-16 pv-78 tube bridgestone,1,51.99,33.790000000000006,35.00673206385843,7
11130,12311342085,bmw,"pulley, crankshaft",1,44.99,27.44,39.00866859302067,7
11140,12311460853,bmw,screw,1,57.99,36.48,37.09260217278841,7
11161,12317680683,bmw,overvoltage protection,1,150.99,108.0,28.47208424398967,7
11184,12318002348,bmw,fillister-head screw,1,27.99,18.44,34.11932833154698,7
11189,12318523367,bmw,voltage regulator,1,405.99,291.6,28.175570826867656,7
11246,1240061-T0301,triumph,float assy,5,73.99,239.7,35.20746046763076,0
11281,12417723442,bmw,repair kit for alternator k1,1,62.99,44.64,29.13160819177648,2
11458,12617686501,bmw,oil pressure switch,1,42.99,30.42,29.239357990230285,7
11483,1263145-266,polaris,"weld-exh,shield,hdpipe,rr,blk",1,256.99,192.74,25.000972800498072,29
11652,128417,thibault canada,counteract tube 400/450-17 tr6,1,29.99,19.49,35.01167055685229,49
11653,128418,thibault canada,counteract tube 400/450-18 tr6,2,29.99,38.98,35.01167055685229,63
11659,1285166,thibault canada,counteract tube 500/510-16 tr6,3,29.99,58.47,35.01167055685229,63
11660,12851687,thibault canada,counteract tube 500/510-16 tr8,2,29.99,38.98,35.01167055685229,30
11868,1304-0676,parts canada/power twins,13-17 f700gs/esa rear lowering,1,184.99,138.71,25.01756851721715,7
11875,13042-5001,sg power,"weight, handle",1,47.99,37.6,21.650343821629505,0
11891,1310-2266,parts canada/power twins,shock 412 triumph 12.5,1,547.99,383.5700000000001,30.004197156882423,9
11936,1311115,island bmw,fuel hose,2,28.51,35.64,37.49561557348298,7
11965,13111254774,bmw,diaphragm,2,61.99,75.52000000000001,39.08694950798516,7
12039,13111335298,bmw,venturi,2,25.99,31.44,39.51519815313582,7
12049,13111335318,bmw,float needle,2,42.99,51.66,39.91625959525471,7
12095,13112343395,bmw,venturi,2,54.99,77.76,29.2962356792144,7
12097,13112343397,bmw,nozzle needle,2,21.99,30.96,29.6043656207367,7
12101,13112343404,bmw,bracket right,1,21.99,15.48,29.6043656207367,7
12161,132-7026,moto international,micro-start pps xp-3,1,179.99,129.59,28.001555641980108,0
12385,13317659120,bmw,connecting sleeve,4,46.99,119.68,36.32687805916152,3
12388,13317687263,bmw,fuel hose,5,32.99,111.35000000000002,32.49469536223098,7
12406,13341-03B00,suzuki,"jet,needle",1,20.99,13.079999999999998,37.68461171986661,79
12412,1334559-521,polaris,"asm-sprkt,cush drive,66t,blk",1,717.99,502.59,30.000417833117453,5
12633,13532325737,bmw,hose running meter,0,64.99,21.93,32.512694260655486,2
12639,13537563456,bmw,fuel hose,0,120.99,47.51999999999999,34.54004463178775,7
12652,13537674765,bmw,quick-release coupling,2,43.99,55.36000000000001,37.07660832007274,7
12662,13537692377,bmw,fuel hose,6,20.99,84.66,32.7775131014769,7
12675,13537700800,bmw,quick-release coupling,6,61.99,236.16,36.50588804645911,7
12677,13537703172,bmw,fuel distributor,2,200.99,288.0,28.354644509677097,3
12683,13538567882,bmw,set fuel hoses,5,49.99,169.14999999999998,32.32646529305861,7
12732,13548406249,bmw,throttle valve switch,1,330.99,237.6,28.215353938185444,7
12798,13627673502,bmw,oil-level sensor,2,190.99,273.6,28.3732132572386,7
12873,13711341210,bmw,intake manifold,2,67.99,97.2,28.518899838211503,7
12883,13711342359,bmw,left interior air duct pipe,1,84.99,60.84,28.41510765972468,7
12885,13711342360,bmw,right interior air duct pipe,1,84.99,60.84,28.41510765972468,7
12886,13711342361,bmw,left exterior air duct pipe,1,84.99,60.84,28.41510765972468,7
12970,13717716026,bmw,"set of mounting bases, front",2,45.99,65.52000000000001,28.767123287671232,7
12973,13717716027,bmw,"set, hose, idle actuator",2,42.99,54.080000000000005,37.10165154687136,1
12974,13717716027,bmw,"set, hose, idle actuator",2,42.99,54.080000000000005,37.10165154687136,1
12975,13717717291,bmw,vent hose for crankcase,1,50.99,32.0,37.24259658756618,7
12992,13718409956,bmw,set of seals,1,30.99,19.2,38.04453049370765,7
13007,13718569877,bmw,set of hoses,3,42.99,81.60000000000001,36.72947197022563,0
13017,13721251048,bmw,air filter element,2,30.99,37.74,39.10939012584705,7
13027,13721258059,bmw,suction pipe left,1,54.99,33.27,39.49809056192034,7
13029,13721258060,bmw,suction pipe right,1,54.99,33.27,39.49809056192034,7
13034,13721260342,bmw,ring,2,27.99,36.26,35.22686673812076,7
13037,13721335111,bmw,suction pipe left,1,54.99,33.27,39.49809056192034,7
13372,14010662A,ducati,intake manifold,1,192.99,131.58,31.820301570029528,45
13525,1417712281,bmw,owner's handbook,1,31.99,20.3,36.54266958424508,7
13587,1418522641,bmw,owner's handbook,1,78.99,52.63999999999999,33.35865299404988,7
13724,144274/1,royal enfield,"6""brake shoe(bonded-non",1,26.99,16.79,37.79177473138199,10
13778,147-4104,moto international,helmetlok with t bar,2,52.99,66.14,37.59199849028119,0
13786,147119,kimpex,lens insert mv protectint arai,6,104.99,409.44,35.00333365082389,0
13787,147120,kimpex,pinlock lens 120 for arai,5,46.99,152.70000000000002,35.00744839327516,10
13884,14823421B,ducati,horizontal intake camshaft,1,1022.99,797.94,21.99923752920361,45
13886,14823441B,ducati,horizontal exhaust camshaft,1,1022.99,797.94,21.99923752920361,45
13887,148236/C,royal enfield,"cable clutch, assembly",3,51.99,100.77,35.391421427197535,10
13891,148257/C,royal enfield,"clutch lever, adjustable",4,26.99,72.75999999999999,32.60466839570212,10
13908,148676,royal enfield,"centrestand, powdercoat",2,65.99,83.97999999999999,36.369146840430375,10
13909,148721,royal enfield,"fuel tank, painted, ice queen",1,624.99,406.0,35.038960623369974,10
13972,15-1129,full bore,120/70-17tl 58h k73,1,152.99,93.9,38.62343944048631,0
14074,15110208,thibault canada,regulator suz v-strom 1000 02-,1,181.99,114.65,37.0020330787406,27
14082,15111108,thibault canada,opp. end connector p/n 10-,1,21.99,15.39,30.013642564802183,7
14114,151852,parts canada/power twins,12 oz aerosol filtercharger,2,22.99,29.84,35.10221835580688,3
14256,15310121A,ducati,counterweight,-1,40.99,32.42,20.907538424005857,6
14318,153257,kimpex,oil 4t sae 10w50 mx race synt,1,89.99,58.49,35.00388932103567,11
14319,153272,kimpex,fork oil  5w light 1l liquimol,15,27.99,272.85,35.01250446588068,4
14364,153972,parts canada/power twins,iso peg male mount (pr) 1/2 x 20,1,42.99,30.07,30.053500814142826,7
14458,156-146,moto international,fork and dust seal kit,1,35.99,22.090000000000003,38.62183939983328,0
14552,1597720814,bmw,cd repair manuals g 450 x,1,128.99,85.92000000000002,33.390185285681056,2
14583,1598569004,bmw,dvd repair manuals s models,1,149.99,100.46,33.02220148009867,7
14649,16-1459,island bmw,120/70-18 mt60rs,1,343.44,247.28,27.999068250640573,7
14721,16-E2,parts canada/power twins,tube 16 m12 tr-4 street harley,2,56.99,74.04,35.041235304439375,1
14785,1601058,wunderlich,css tank pads,1,129.99,93.1,28.379106085083468,7
14840,160Z0011A,ducati,flange starting clutch,1,179.99,125.42000000000002,30.318351019501083,7
14863,1611000,thibault canada,led h4 - 15w(2000lm) - type v,1,39.99,25.19,37.00925231307826,25
14867,16111181142,bmw,lock,1,24.99,16.97,32.092837134853944,2
14892,16111342049,bmw,hose running meter,1,54.99,37.06,32.6059283506092,7
14901,16111453817,bmw,lockable filler cap,1,106.99,75.8,29.152257220300964,7
14917,16112307014,bmw,distance rubber,1,48.99,29.51,39.76321698305777,7
14950,16112328266,bmw,reduction insert,1,255.99,183.6,28.27844837688972,4
14965,16112347148,bmw,safety valve,1,53.99,38.52,28.653454343396927,7
14995,16117666735,bmw,quick-release coupling,1,43.99,27.680000000000003,37.07660832007274,0
15005,16117675116,bmw,flange,6,290.99,1252.8000000000002,28.244956871370142,3
15012,16117683594,bmw,heat insulation,2,38.99,55.440000000000005,28.904847396768403,7
15029,16117694102,bmw,flange,2,235.99,338.4,28.30204669689394,2
15040,16117705637,bmw,flange,2,210.99,302.40000000000003,28.337835916394138,1
15056,16117721943,bmw,tankentluftungsventil,1,37.99,26.82,29.402474335351407,4
15060,16117724859,bmw,sucking jet pump with lines,2,225.99,324.0,28.31541218637993,7
15068,16118529312,bmw,filler cap,1,345.99,248.4,28.20601751495708,7
15073,16118531632,bmw,tank lid,1,630.99,453.6,28.11296534017972,5
15083,16118552148,bmw,tank lid,1,630.99,453.6,28.11296534017972,7
15084,16118557630,bmw,fuel tank,1,1760.99,1337.6,24.042725966643765,7
15130,16121455126,bmw,fuel filter,1,70.99,50.75999999999999,28.49697140442316,7
15151,16124084126,bmw,hose connector,1,21.99,14.52,33.969986357435204,7
15169,16137656904,bmw,fuel pump assy,2,1010.99,1454.4,28.07050514841888,1
15186,16141183543,bmw,o-ring,1,21.99,13.48,38.69940882219191,7
15202,16142305760,bmw,fuel hose,1,45.99,31.11,32.35485975212002,7
15215,16142325808,bmw,hose,2,63.99,86.36000000000001,32.520706360368806,7
15220,16142347285,bmw,gasket,1,110.99,70.39999999999999,36.57086223984143,7
15223,16147654649,bmw,fuel hose,3,50.99,102.0,33.320258874289074,7
15225,16147675547,bmw,fuel level sensor,4,375.99,1080.0,28.18957951009335,2
15229,16147680369,bmw,fuel pump assy,1,1060.99,763.2,28.06718253706444,0
15233,16147680379,bmw,fuel pump,1,1010.99,727.2,28.07050514841888,1
15236,16147684348,bmw,fuel pump unit with lever se,1,1060.99,763.2,28.06718253706444,3
15238,16147690231,bmw,fuel pump assy,1,1010.99,727.2,28.07050514841888,3
15242,16147690534,bmw,fuel pump assy,1,1060.99,763.2,28.06718253706444,0
15252,16147697815,bmw,fuel level sensor,1,405.99,291.6,28.175570826867656,7
15255,16147705376,bmw,fuel pump assy,1,1060.99,763.2,28.06718253706444,5
15257,16147708047,bmw,fuel pump assy,2,1060.99,1526.4,28.06718253706444,1
15258,16147708047,bmw,fuel pump assy,2,1060.99,1526.4,28.06718253706444,1
15259,16147708047,bmw,fuel pump assy,2,1060.99,1526.4,28.06718253706444,1
15263,16147708071,bmw,fuel pump assy,2,1060.99,1526.4,28.06718253706444,4
15272,16147718349,bmw,fuel pump assy,1,1120.99,806.4000000000001,28.0635866510852,2
15281,16147723153,bmw,fuel level sensor,1,265.99,190.8,28.267979999248087,7
15287,16147724843,bmw,fuel pump unit without lever,1,1060.99,763.2,28.06718253706444,1
15294,16148523262,bmw,"fuel pump, electronic",1,365.99,262.8,28.194759419656272,7
15297,16148523697,bmw,"fuel pump, electronic",2,365.99,525.6,28.194759419656272,4
15303,16148545351,bmw,fuel pump unit with lever se,5,560.99,2016.0,28.127061088432946,7
15317,16148556078,bmw,fuel pump unit with lever se,1,955.99,687.6,28.07456144938754,7
15395,1624-0229,parts canada/power twins,longhorn offset peg mnt w/ 1-1,1,216.99,151.87,30.01059956680032,23
15453,16510-05A00,suzuki,"filter assy, eng oil",2,20.99,27.4,34.73082420200095,0
15468,165108,parts canada/power twins,ytx14-bs maintenance free batt,1,159.99,113.72,28.92055753484593,7
15493,1654639W,thibault canada,ws defl universal clear 79x86,1,101.99,71.38999999999999,30.0029414648495,1
15505,1654835W,thibault canada,ws defl universal clear 86x216,1,130.99,91.69,30.002290251164204,0
15544,165638,parts canada/power twins,gyz32hl factory activated,1,359.99,251.96,30.00916692130337,0
15590,168-1180,moto international,speed twin 19-20 titanium slip,1,2114.99,1586.2099999999998,25.001536650291488,29
15813,1710008/E,royal enfield,"short tinted flyscreen,",1,132.99,79.80000000000001,39.99548838258515,7
15863,17117105798,bmw,cover lid,1,70.99,50.75999999999999,28.49697140442316,7
15898,17117702123,bmw,bracket upper,1,24.99,17.279999999999998,30.85234093637455,0
15922,17118528880,bmw,fan,1,495.99,356.4,28.14371257485029,7
15924,17118530393,bmw,radiator,1,760.99,547.2,28.093667459493552,0
15945,17121464160,bmw,water hose,1,99.99,71.28,28.71287128712872,7
15950,17121465014,bmw,coolant hose,1,110.99,79.19999999999999,28.642220019821607,7
15963,17127678288,bmw,return hose,1,24.99,17.279999999999998,30.85234093637455,7
15965,17127679345,bmw,"hose, inlet",1,26.99,19.26,28.640237124861063,6
15973,17127701024,bmw,"hose, inlet",1,26.99,19.26,28.640237124861063,7
15987,1720005/A,royal enfield,"bar end mirror, homologated",1,349.99,231.0,33.99811423183519,8
15988,1720021/C,royal enfield,"handlebar brace pad,",2,62.99,75.6,39.9904746785204,8
15994,1720058/B,royal enfield,"bar end finisher kit, machined",2,92.99,114.79999999999998,38.272932573395,10
15995,1720058/D,royal enfield,"bar end finisher kit, machined,",1,92.49,57.39999999999999,37.93923667423506,8
15996,1720066/C,royal enfield,"heel guard, pair, stainless st",3,72.99,135.83999999999995,37.96410467187286,10
15997,1720066/D,royal enfield,"heel guard, pair, stainless",1,72.09,45.28,37.189624081009846,8
15998,1720067/B,royal enfield,"rsu finisher kit, black",1,100.99,63.38999999999999,37.23140905040104,10
15999,1720067/F,royal enfield,black suspension finishers,1,100.09,63.39,36.66699970026976,8
16015,1721-1009,parts canada/power twins,fa261/2hh double h series brak,1,76.99,46.21,39.979218080270165,15
